location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,operation,assessment_type,population,reporting_round,reference_period_start,reference_period_end
#country+code,#meta+has_hrp,#meta+in_gho,#adm1+name+provider,#adm2+name+provider,#adm1+code,#adm1+name,#adm2+code,#adm2+name,#adm+level,#operation+name,#assessment+type,#affected+idps,#round+code,#date+start,#date+end
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,420,19,2017-10-01,2017-10-01
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,420,20,2017-12-01,2017-12-01
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,6870,21,2018-02-28,2018-02-28
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,420,22,2018-04-30,2018-04-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,409,23,2018-06-30,2018-06-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,409,24,2018-08-30,2018-08-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,421,25,2018-10-30,2018-10-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,440,26,2019-01-30,2019-01-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,600,27,2019-05-30,2019-05-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,546,28,2019-08-31,2019-08-31
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,546,29,2019-11-30,2019-11-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,535,30,2019-12-31,2019-12-31
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,535,31,2020-02-28,2020-02-28
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,545,32,2020-06-30,2020-06-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,545,33,2020-08-30,2020-08-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,545,34,2020-11-30,2020-11-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,545,35,2020-12-31,2020-12-31
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,573,36,2021-02-28,2021-02-28
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,573,37,2021-06-30,2021-06-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,573,38,2021-07-31,2021-07-31
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,586,39,2021-10-30,2021-10-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,BA,586,40,2021-12-31,2021-12-31
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,887,2,2015-02-28,2015-02-28
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,342,3,2015-04-30,2015-04-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,405,13,2016-11-30,2016-11-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,405,14,2017-01-30,2017-01-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,544,15,2017-03-30,2017-03-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,405,16,2017-04-30,2017-04-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,405,17,2017-06-30,2017-06-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,405,18,2017-08-30,2017-08-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,420,19,2017-10-30,2017-10-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,420,20,2017-12-30,2017-12-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,420,21,2018-02-28,2018-02-28
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,420,22,2018-04-30,2018-04-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,409,23,2018-06-30,2018-06-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,409,24,2018-08-30,2018-08-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,421,25,2018-10-30,2018-10-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,569,26,2019-01-30,2019-01-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,600,27,2019-05-30,2019-05-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,546,28,2019-08-31,2019-08-31
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,546,29,2019-11-30,2019-11-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,535,30,2019-12-31,2019-12-31
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,535,31,2020-02-29,2020-02-29
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,545,32,2020-06-30,2020-06-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,545,33,2020-08-30,2020-08-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,545,34,2020-11-30,2020-11-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,545,35,2020-12-31,2020-12-31
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,573,36,2021-02-28,2021-02-28
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,573,37,2021-06-30,2021-06-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,581,41,2022-03-31,2022-03-31
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,581,42,2022-07-31,2022-07-31
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,581,43,2022-11-30,2022-11-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,583,44,2023-02-28,2023-02-28
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,585,45,2023-06-30,2023-06-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,585,46,2023-09-30,2023-09-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,566,47,2024-05-31,2024-05-31
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,566,48,2024-09-30,2024-09-30
NGA,True,True,Adamawa,Toungo,NG002,Adamawa,NG002019,Toungo,2,Lake Chad Basin Crisis,SA,566,49,2024-11-30,2024-11-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,12013,1,2014-12-01,2014-12-01
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,35293,2,2015-02-01,2015-02-01
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,33517,3,2015-04-01,2015-04-01
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,16037,4,2015-06-01,2015-06-01
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,18613,5,2015-08-01,2015-08-01
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,14226,6,2015-10-01,2015-10-01
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,12090,7,2015-12-01,2015-12-01
NGA,True,True,Bauchi,,NG005,Bauchi,,,1,Lake Chad Basin Crisis,BA,76504,4,2015-06-01,2015-06-01
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,12685,8,2016-02-01,2016-02-01
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,12505,9,2016-04-30,2016-04-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,15512,10,2016-06-30,2016-06-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,14579,11,2016-08-30,2016-08-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,13560,12,2016-10-01,2016-10-01
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,11631,13,2016-11-01,2016-11-01
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,11089,14,2017-01-01,2017-01-01
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,10129,15,2017-03-31,2017-03-31
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,10491,16,2017-04-30,2017-04-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,10516,17,2017-06-30,2017-06-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,10590,18,2017-08-01,2017-08-01
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,10366,19,2017-10-01,2017-10-01
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,9933,20,2017-12-01,2017-12-01
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,11405,21,2018-02-28,2018-02-28
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,10039,22,2018-04-30,2018-04-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,9863,23,2018-06-30,2018-06-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,9603,24,2018-08-30,2018-08-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,9672,25,2018-10-30,2018-10-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,9724,26,2019-01-30,2019-01-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,10003,27,2019-05-30,2019-05-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,10249,28,2019-08-31,2019-08-31
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,10469,29,2019-11-30,2019-11-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,10903,30,2019-12-31,2019-12-31
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,10701,31,2020-02-28,2020-02-28
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,10178,32,2020-06-30,2020-06-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,10261,33,2020-08-30,2020-08-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,10130,34,2020-11-30,2020-11-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,10064,35,2020-12-31,2020-12-31
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,10030,36,2021-02-28,2021-02-28
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,9733,37,2021-06-30,2021-06-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,9937,38,2021-07-31,2021-07-31
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,9960,39,2021-10-30,2021-10-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,BA,9902,40,2021-12-31,2021-12-31
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,2140,2,2015-02-28,2015-02-28
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,2064,3,2015-04-30,2015-04-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,1692,4,2015-06-30,2015-06-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,1809,5,2015-08-30,2015-08-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,420,6,2015-10-30,2015-10-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,724,7,2015-12-30,2015-12-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,1013,8,2016-02-28,2016-02-28
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,639,9,2016-04-30,2016-04-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,997,10,2016-06-30,2016-06-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,952,11,2016-08-30,2016-08-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,841,12,2016-10-30,2016-10-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,11631,13,2016-11-30,2016-11-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,11089,14,2017-01-30,2017-01-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10984,15,2017-03-30,2017-03-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10491,16,2017-04-30,2017-04-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10516,17,2017-06-30,2017-06-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10590,18,2017-08-30,2017-08-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10366,19,2017-10-30,2017-10-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,9933,20,2017-12-30,2017-12-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10390,21,2018-02-28,2018-02-28
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10039,22,2018-04-30,2018-04-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,9863,23,2018-06-30,2018-06-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,9603,24,2018-08-30,2018-08-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,9672,25,2018-10-30,2018-10-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,12416,26,2019-01-30,2019-01-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10003,27,2019-05-30,2019-05-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,12604,28,2019-08-31,2019-08-31
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10469,29,2019-11-30,2019-11-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,13258,30,2019-12-31,2019-12-31
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10701,31,2020-02-29,2020-02-29
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,12539,32,2020-06-30,2020-06-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10261,33,2020-08-30,2020-08-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10130,34,2020-11-30,2020-11-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,12427,35,2020-12-31,2020-12-31
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10030,36,2021-02-28,2021-02-28
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,9733,37,2021-06-30,2021-06-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,9928,41,2022-03-31,2022-03-31
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,9987,42,2022-07-31,2022-07-31
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10517,43,2022-11-30,2022-11-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10068,44,2023-02-28,2023-02-28
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10160,45,2023-06-30,2023-06-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10125,46,2023-09-30,2023-09-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10239,47,2024-05-31,2024-05-31
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10166,48,2024-09-30,2024-09-30
NGA,True,True,Adamawa,Yola North,NG002,Adamawa,NG002020,Yola North,2,Lake Chad Basin Crisis,SA,10166,49,2024-11-30,2024-11-30
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,22345,1,2014-12-01,2014-12-01
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,41275,2,2015-02-01,2015-02-01
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,24463,3,2015-04-01,2015-04-01
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,9930,4,2015-06-01,2015-06-01
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,13588,5,2015-08-01,2015-08-01
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,11032,6,2015-10-01,2015-10-01
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,10892,7,2015-12-01,2015-12-01
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,6936,8,2016-02-01,2016-02-01
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,12972,9,2016-04-30,2016-04-30
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,19772,10,2016-06-30,2016-06-30
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,20219,11,2016-08-30,2016-08-30
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,20528,12,2016-10-01,2016-10-01
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,16356,13,2016-11-01,2016-11-01
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,16780,14,2017-01-01,2017-01-01
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,16757,15,2017-03-31,2017-03-31
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,15317,16,2017-04-30,2017-04-30
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,15413,17,2017-06-30,2017-06-30
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,15318,18,2017-08-01,2017-08-01
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,15919,19,2017-10-01,2017-10-01
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,17209,20,2017-12-01,2017-12-01
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,8580,21,2018-02-28,2018-02-28
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,18913,22,2018-04-30,2018-04-30
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,20687,23,2018-06-30,2018-06-30
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,19796,24,2018-08-30,2018-08-30
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,23726,25,2018-10-30,2018-10-30
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,24602,26,2019-01-30,2019-01-30
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,23661,27,2019-05-30,2019-05-30
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,26209,28,2019-08-31,2019-08-31
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,26048,29,2019-11-30,2019-11-30
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,26327,30,2019-12-31,2019-12-31
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,26221,31,2020-02-28,2020-02-28
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,26823,32,2020-06-30,2020-06-30
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,27261,33,2020-08-30,2020-08-30
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,27386,34,2020-11-30,2020-11-30
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,27410,35,2020-12-31,2020-12-31
NGA,True,True,Adamawa,Yola South,NG002,Adamawa,NG002021,Yola South,2,Lake Chad Basin Crisis,BA,27913,36,2021-02-28,2021-02-28
